ENSMUSG00000000384	Tbrg4	protein_coding	ENSMUST00000000394	Tbrg4-201	protein_coding
ENSMUSG00000000384	Tbrg4	protein_coding	ENSMUST00000132446	Tbrg4-205	retained_intron
ENSMUSG00000000384	Tbrg4	protein_coding	ENSMUST00000156969	Tbrg4-211	nonsense_mediated_decay
ENSMUSG00000000385	Tmprss2	protein_coding	ENSMUST00000000395	Tmprss2-201	protein_coding
ENSMUSG00000000386	Mx1	protein_coding	ENSMUST00000023655	Mx1-201	protein_coding
ENSMUSG00000000399	Ndufa9	protein_coding	ENSMUST00000205002	Ndufa9-203	protein_coding
ENSMUSG00000000420	Galnt1	protein_coding	ENSMUST00000164998	Galnt1-203	protein_coding
ENSMUSG00000000420	Galnt1	protein_coding	ENSMUST00000170243	Galnt1-206	protein_coding
ENSMUSG00000000439	Mkrn2	protein_coding	ENSMUST00000000449	Mkrn2-201	protein_coding
ENSMUSG00000000439	Mkrn2	protein_coding	ENSMUST00000205248	Mkrn2-203	retained_intron
ENSMUSG00000000440	Pparg	protein_coding	ENSMUST00000171644	Pparg-202	protein_coding
ENSMUSG00000000441	Raf1	protein_coding	ENSMUST00000127503	Raf1-204	retained_intron
ENSMUSG00000000441	Raf1	protein_coding	ENSMUST00000203826	Raf1-210	retained_intron
ENSMUSG00000000486	Sept1	protein_coding	ENSMUST00000205570	Sept1-210	retained_intron
ENSMUSG00000000489	Pdgfb	protein_coding	ENSMUST00000000500	Pdgfb-201	protein_coding
ENSMUSG00000000530	Acvrl1	protein_coding	ENSMUST00000000542	Acvrl1-201	protein_coding
ENSMUSG00000000531	Grasp	protein_coding	ENSMUST00000000543	Grasp-201	protein_coding
ENSMUSG00000000532	Acvr1b	protein_coding	ENSMUST00000000544	Acvr1b-201	protein_coding
ENSMUSG00000000538	Tom1l2	protein_coding	ENSMUST00000064019	Tom1l2-201	protein_coding
ENSMUSG00000000538	Tom1l2	protein_coding	ENSMUST00000102683	Tom1l2-206	protein_coding
ENSMUSG00000000552	Zfp385a	protein_coding	ENSMUST00000168828	Zfp385a-201	protein_coding
ENSMUSG00000000555	Itga5	protein_coding	ENSMUST00000215331	Itga5-202	nonsense_mediated_decay
ENSMUSG00000000561	Wdr77	protein_coding	ENSMUST00000010278	Wdr77-201	protein_coding
ENSMUSG00000000563	Atp5f1	protein_coding	ENSMUST00000118209	Atp5f1-201	protein_coding
ENSMUSG00000000563	Atp5f1	protein_coding	ENSMUST00000153666	Atp5f1-205	retained_intron
ENSMUSG00000000567	Sox9	protein_coding	ENSMUST00000000579	Sox9-201	protein_coding
ENSMUSG00000000568	Hnrnpd	protein_coding	ENSMUST00000172361	Hnrnpd-211	protein_coding
ENSMUSG00000000581	C1d	protein_coding	ENSMUST00000130330	C1d-202	processed_transcript
ENSMUSG00000000581	C1d	protein_coding	ENSMUST00000131227	C1d-203	processed_transcript
ENSMUSG00000000594	Gm2a	protein_coding	ENSMUST00000000608	Gm2a-201	protein_coding
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000171023	Krit1-202	protein_coding
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000197611	Krit1-204	retained_intron
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000197742	Krit1-205	retained_intron
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000199234	Krit1-207	retained_intron
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000199475	Krit1-208	retained_intron
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000199845	Krit1-209	retained_intron
ENSMUSG00000000600	Krit1	protein_coding	ENSMUST00000200004	Krit1-210	retained_intron
ENSMUSG00000000605	Clcn4	protein_coding	ENSMUST00000000619	Clcn4-201	protein_coding
ENSMUSG00000000628	Hk2	protein_coding	ENSMUST00000000642	Hk2-201	protein_coding
ENSMUSG00000000631	Myo18a	protein_coding	ENSMUST00000100795	Myo18a-206	retained_intron
ENSMUSG00000000631	Myo18a	protein_coding	ENSMUST00000108375	Myo18a-208	protein_coding
ENSMUSG00000000673	Haao	protein_coding	ENSMUST00000000687	Haao-201	protein_coding
ENSMUSG00000000682	Cd52	protein_coding	ENSMUST00000000696	Cd52-201	protein_coding
ENSMUSG00000000686	Abhd15	protein_coding	ENSMUST00000094004	Abhd15-201	protein_coding
ENSMUSG00000000693	Loxl3	protein_coding	ENSMUST00000000707	Loxl3-201	protein_coding
ENSMUSG00000000693	Loxl3	protein_coding	ENSMUST00000155502	Loxl3-204	retained_intron
ENSMUSG00000000708	Kat2b	protein_coding	ENSMUST00000000724	Kat2b-201	protein_coding
ENSMUSG00000000711	Rab5b	protein_coding	ENSMUST00000000727	Rab5b-201	protein_coding
ENSMUSG00000000738	Spg7	protein_coding	ENSMUST00000149248	Spg7-209	protein_coding
ENSMUSG00000000739	Sult5a1	protein_coding	ENSMUST00000000755	Sult5a1-201	protein_coding
ENSMUSG00000000739	Sult5a1	protein_coding	ENSMUST00000146007	Sult5a1-205	nonsense_mediated_decay
ENSMUSG00000000740	Rpl13	protein_coding	ENSMUST00000000756	Rpl13-201	protein_coding
ENSMUSG00000000743	Chmp1a	protein_coding	ENSMUST00000000759	Chmp1a-201	protein_coding
ENSMUSG00000000751	Rpa1	protein_coding	ENSMUST00000092907	Rpa1-202	protein_coding
ENSMUSG00000000753	Serpinf1	protein_coding	ENSMUST00000000769	Serpinf1-201	protein_coding
ENSMUSG00000000759	Tubgcp3	protein_coding	ENSMUST00000000776	Tubgcp3-201	protein_coding
ENSMUSG00000000776	Polr3d	protein_coding	ENSMUST00000180358	Polr3d-202	protein_coding
ENSMUSG00000000782	Tcf7	protein_coding	ENSMUST00000086844	Tcf7-201	protein_coding
ENSMUSG00000000787	Ddx3x	protein_coding	ENSMUST00000000804	Ddx3x-201	protein_coding
ENSMUSG00000000787	Ddx3x	protein_coding	ENSMUST00000123096	Ddx3x-202	retained_intron
ENSMUSG00000000787	Ddx3x	protein_coding	ENSMUST00000149639	Ddx3x-203	retained_intron
ENSMUSG00000000787	Ddx3x	protein_coding	ENSMUST00000153611	Ddx3x-204	retained_intron
ENSMUSG00000000791	Il12rb1	protein_coding	ENSMUST00000000808	Il12rb1-201	protein_coding
ENSMUSG00000000804	Usp32	protein_coding	ENSMUST00000108075	Usp32-202	protein_coding
ENSMUSG00000000811	Txnrd3	protein_coding	ENSMUST00000000828	Txnrd3-201	protein_coding
ENSMUSG00000000823	Zfp512b	protein_coding	ENSMUST00000108789	Zfp512b-201	protein_coding
ENSMUSG00000000826	Dnajc5	protein_coding	ENSMUST00000072334	Dnajc5-201	protein_coding
ENSMUSG00000000827	Tpd52l2	protein_coding	ENSMUST00000129390	Tpd52l2-205	retained_intron
ENSMUSG00000000827	Tpd52l2	protein_coding	ENSMUST00000130261	Tpd52l2-206	retained_intron
ENSMUSG00000000827	Tpd52l2	protein_coding	ENSMUST00000149163	Tpd52l2-208	protein_coding
ENSMUSG00000000838	Fmr1	protein_coding	ENSMUST00000088546	Fmr1-201	protein_coding
ENSMUSG00000000838	Fmr1	protein_coding	ENSMUST00000127954	Fmr1-207	retained_intron
ENSMUSG00000000838	Fmr1	protein_coding	ENSMUST00000127993	Fmr1-208	retained_intron
ENSMUSG00000000876	Pxmp4	protein_coding	ENSMUST00000000896	Pxmp4-201	protein_coding
ENSMUSG00000000876	Pxmp4	protein_coding	ENSMUST00000109703	Pxmp4-202	protein_coding
ENSMUSG00000000881	Dlg3	protein_coding	ENSMUST00000147863	Dlg3-206	retained_intron
ENSMUSG00000000902	Smarcb1	protein_coding	ENSMUST00000000925	Smarcb1-201	protein_coding
ENSMUSG00000000902	Smarcb1	protein_coding	ENSMUST00000133189	Smarcb1-203	retained_intron
ENSMUSG00000000915	Hip1r	protein_coding	ENSMUST00000000939	Hip1r-201	protein_coding
ENSMUSG00000000916	Nsun5	protein_coding	ENSMUST00000000940	Nsun5-201	protein_coding
ENSMUSG00000000916	Nsun5	protein_coding	ENSMUST00000131863	Nsun5-205	retained_intron
ENSMUSG00000000916	Nsun5	protein_coding	ENSMUST00000202792	Nsun5-209	retained_intron
ENSMUSG00000000948	Gm38393	protein_coding	ENSMUST00000179360	Gm38393-201	nonsense_mediated_decay
ENSMUSG00000000948	Gm38393	protein_coding	ENSMUST00000191456	Gm38393-203	processed_transcript
ENSMUSG00000000957	Mmp14	protein_coding	ENSMUST00000089688	Mmp14-201	protein_coding
ENSMUSG00000000957	Mmp14	protein_coding	ENSMUST00000197947	Mmp14-204	retained_intron
ENSMUSG00000000957	Mmp14	protein_coding	ENSMUST00000198679	Mmp14-205	retained_intron
ENSMUSG00000000957	Mmp14	protein_coding	ENSMUST00000225641	Mmp14-206	protein_coding
ENSMUSG00000000958	Slc7a7	protein_coding	ENSMUST00000000984	Slc7a7-201	protein_coding
ENSMUSG00000000958	Slc7a7	protein_coding	ENSMUST00000197440	Slc7a7-206	protein_coding
ENSMUSG00000000959	Oxa1l	protein_coding	ENSMUST00000198107	Oxa1l-203	retained_intron
ENSMUSG00000000959	Oxa1l	protein_coding	ENSMUST00000228567	Oxa1l-204	retained_intron
ENSMUSG00000000959	Oxa1l	protein_coding	ENSMUST00000228719	Oxa1l-205	protein_coding
ENSMUSG00000000976	Heatr6	protein_coding	ENSMUST00000001002	Heatr6-201	protein_coding
ENSMUSG00000000976	Heatr6	protein_coding	ENSMUST00000125831	Heatr6-203	processed_transcript
ENSMUSG00000001016	Ilf2	protein_coding	ENSMUST00000001042	Ilf2-201	protein_coding
ENSMUSG00000001016	Ilf2	protein_coding	ENSMUST00000197644	Ilf2-203	retained_intron
ENSMUSG00000001016	Ilf2	protein_coding	ENSMUST00000198325	Ilf2-204	retained_intron
ENSMUSG00000001017	Chtop	protein_coding	ENSMUST00000001043	Chtop-201	protein_coding
ENSMUSG00000001018	Snapin	protein_coding	ENSMUST00000149884	Snapin-203	protein_coding
ENSMUSG00000001020	S100a4	protein_coding	ENSMUST00000001046	S100a4-201	protein_coding
ENSMUSG00000001029	Icam2	protein_coding	ENSMUST00000001055	Icam2-201	protein_coding
ENSMUSG00000001034	Mapk7	protein_coding	ENSMUST00000128478	Mapk7-207	processed_transcript
ENSMUSG00000001036	Epn2	protein_coding	ENSMUST00000108712	Epn2-203	protein_coding
ENSMUSG00000001052	Sec24b	protein_coding	ENSMUST00000001079	Sec24b-201	protein_coding
ENSMUSG00000001053	N4bp3	protein_coding	ENSMUST00000001080	N4bp3-201	protein_coding
ENSMUSG00000001054	Rmnd5b	protein_coding	ENSMUST00000001081	Rmnd5b-201	protein_coding
ENSMUSG00000001054	Rmnd5b	protein_coding	ENSMUST00000136020	Rmnd5b-203	nonsense_mediated_decay
ENSMUSG00000001056	Nhp2	protein_coding	ENSMUST00000001083	Nhp2-201	retained_intron
ENSMUSG00000001062	Vps9d1	protein_coding	ENSMUST00000149490	Vps9d1-211	retained_intron
ENSMUSG00000001065	Zfp276	protein_coding	ENSMUST00000156896	Zfp276-207	retained_intron
ENSMUSG00000001082	Mfsd10	protein_coding	ENSMUST00000200717	Mfsd10-218	retained_intron
ENSMUSG00000001089	Luzp1	protein_coding	ENSMUST00000170102	Luzp1-207	protein_coding
ENSMUSG00000001095	Slc13a2	protein_coding	ENSMUST00000001122	Slc13a2-201	protein_coding
ENSMUSG00000001098	Kctd10	protein_coding	ENSMUST00000102581	Kctd10-202	protein_coding
ENSMUSG00000001100	Poldip2	protein_coding	ENSMUST00000001127	Poldip2-201	protein_coding
ENSMUSG00000001100	Poldip2	protein_coding	ENSMUST00000136284	Poldip2-203	processed_transcript
ENSMUSG00000001100	Poldip2	protein_coding	ENSMUST00000147930	Poldip2-204	retained_intron
ENSMUSG00000001100	Poldip2	protein_coding	ENSMUST00000151499	Poldip2-205	retained_intron
ENSMUSG00000001100	Poldip2	protein_coding	ENSMUST00000156754	Poldip2-206	retained_intron
ENSMUSG00000001103	Sebox	protein_coding	ENSMUST00000001130	Sebox-201	protein_coding
ENSMUSG00000001105	Ift20	protein_coding	ENSMUST00000128788	Ift20-203	protein_coding
ENSMUSG00000001105	Ift20	protein_coding	ENSMUST00000137120	Ift20-204	retained_intron
ENSMUSG00000001119	Col6a1	protein_coding	ENSMUST00000001147	Col6a1-201	protein_coding
ENSMUSG00000001123	Lgals9	protein_coding	ENSMUST00000108268	Lgals9-202	protein_coding
ENSMUSG00000001127	Araf	protein_coding	ENSMUST00000001155	Araf-201	protein_coding
ENSMUSG00000001127	Araf	protein_coding	ENSMUST00000122312	Araf-203	protein_coding
ENSMUSG00000001127	Araf	protein_coding	ENSMUST00000152955	Araf-210	retained_intron
ENSMUSG00000001128	Cfp	protein_coding	ENSMUST00000001156	Cfp-201	protein_coding
ENSMUSG00000001134	Uxt	protein_coding	ENSMUST00000123836	Uxt-202	protein_coding
ENSMUSG00000001138	Cnnm3	protein_coding	ENSMUST00000097776	Cnnm3-202	protein_coding
ENSMUSG00000001138	Cnnm3	protein_coding	ENSMUST00000195264	Cnnm3-205	retained_intron
ENSMUSG00000001143	Lman2l	protein_coding	ENSMUST00000125304	Lman2l-204	protein_coding
ENSMUSG00000001143	Lman2l	protein_coding	ENSMUST00000193502	Lman2l-208	retained_intron
ENSMUSG00000001150	Mcm3ap	protein_coding	ENSMUST00000170795	Mcm3ap-201	protein_coding
ENSMUSG00000001150	Mcm3ap	protein_coding	ENSMUST00000220410	Mcm3ap-206	processed_transcript
ENSMUSG00000001151	Pcnt	protein_coding	ENSMUST00000217838	Pcnt-202	protein_coding
ENSMUSG00000001151	Pcnt	protein_coding	ENSMUST00000219011	Pcnt-204	retained_intron
ENSMUSG00000001155	Ftcd	protein_coding	ENSMUST00000001183	Ftcd-201	protein_coding
ENSMUSG00000001155	Ftcd	protein_coding	ENSMUST00000137347	Ftcd-202	retained_intron
ENSMUSG00000001156	Mxd1	protein_coding	ENSMUST00000001184	Mxd1-201	protein_coding
ENSMUSG00000001157	Gmcl1	protein_coding	ENSMUST00000001185	Gmcl1-201	protein_coding
ENSMUSG00000001157	Gmcl1	protein_coding	ENSMUST00000113679	Gmcl1-202	protein_coding
ENSMUSG00000001157	Gmcl1	protein_coding	ENSMUST00000203741	Gmcl1-204	retained_intron
ENSMUSG00000001158	Snrnp27	protein_coding	ENSMUST00000001186	Snrnp27-201	protein_coding
ENSMUSG00000001166	Oas1c	protein_coding	ENSMUST00000117193	Oas1c-201	protein_coding
ENSMUSG00000001173	Ocrl	protein_coding	ENSMUST00000001202	Ocrl-201	protein_coding
ENSMUSG00000001175	Calm1	protein_coding	ENSMUST00000110082	Calm1-202	protein_coding
ENSMUSG00000001211	Agpat3	protein_coding	ENSMUST00000001240	Agpat3-201	protein_coding
ENSMUSG00000001227	Sema6b	protein_coding	ENSMUST00000167545	Sema6b-202	protein_coding
ENSMUSG00000001229	Dpp9	protein_coding	ENSMUST00000038794	Dpp9-201	protein_coding
ENSMUSG00000001229	Dpp9	protein_coding	ENSMUST00000223616	Dpp9-202	retained_intron
ENSMUSG00000001240	Ramp2	protein_coding	ENSMUST00000122006	Ramp2-202	protein_coding
ENSMUSG00000001240	Ramp2	protein_coding	ENSMUST00000129680	Ramp2-204	protein_coding
ENSMUSG00000001247	Lsr	protein_coding	ENSMUST00000001279	Lsr-201	protein_coding
ENSMUSG00000001248	Gramd1a	protein_coding	ENSMUST00000188032	Gramd1a-209	retained_intron
ENSMUSG00000001249	Hpn	protein_coding	ENSMUST00000039435	Hpn-201	protein_coding
ENSMUSG00000001249	Hpn	protein_coding	ENSMUST00000164340	Hpn-203	retained_intron
ENSMUSG00000001249	Hpn	protein_coding	ENSMUST00000165124	Hpn-205	nonsense_mediated_decay
ENSMUSG00000001249	Hpn	protein_coding	ENSMUST00000171225	Hpn-210	protein_coding
ENSMUSG00000001270	Ckb	protein_coding	ENSMUST00000222705	Ckb-204	retained_intron
ENSMUSG00000001280	Sp1	protein_coding	ENSMUST00000001326	Sp1-201	protein_coding
ENSMUSG00000001285	Myg1	protein_coding	ENSMUST00000113682	Myg1-202	protein_coding
ENSMUSG00000001285	Myg1	protein_coding	ENSMUST00000170713	Myg1-208	retained_intron
ENSMUSG00000001288	Rarg	protein_coding	ENSMUST00000043172	Rarg-201	protein_coding
ENSMUSG00000001289	Pfdn5	protein_coding	ENSMUST00000165671	Pfdn5-203	protein_coding
ENSMUSG00000001289	Pfdn5	protein_coding	ENSMUST00000166658	Pfdn5-205	protein_coding
ENSMUSG00000001300	Efnb2	protein_coding	ENSMUST00000001319	Efnb2-201	protein_coding
ENSMUSG00000001300	Efnb2	protein_coding	ENSMUST00000209169	Efnb2-203	retained_intron
ENSMUSG00000001305	Rrp15	protein_coding	ENSMUST00000001339	Rrp15-201	protein_coding
ENSMUSG00000001305	Rrp15	protein_coding	ENSMUST00000162336	Rrp15-202	retained_intron
ENSMUSG00000001313	Rnd2	protein_coding	ENSMUST00000153185	Rnd2-203	processed_transcript
ENSMUSG00000001323	Srr	protein_coding	ENSMUST00000065211	Srr-201	protein_coding
ENSMUSG00000001348	Acp5	protein_coding	ENSMUST00000165735	Acp5-203	protein_coding
ENSMUSG00000001366	Fbxo9	protein_coding	ENSMUST00000085311	Fbxo9-202	protein_coding
ENSMUSG00000001376	Vps50	protein_coding	ENSMUST00000184461	Vps50-207	retained_intron
ENSMUSG00000001376	Vps50	protein_coding	ENSMUST00000184780	Vps50-208	retained_intron
ENSMUSG00000001380	Hars	protein_coding	ENSMUST00000001416	Hars-201	protein_coding
ENSMUSG00000001383	Zmat2	protein_coding	ENSMUST00000001419	Zmat2-201	protein_coding
ENSMUSG00000001415	Smg5	protein_coding	ENSMUST00000001451	Smg5-201	protein_coding
ENSMUSG00000001416	Cct3	protein_coding	ENSMUST00000167000	Cct3-206	retained_intron
ENSMUSG00000001416	Cct3	protein_coding	ENSMUST00000193666	Cct3-210	retained_intron
ENSMUSG00000001418	Glmp	protein_coding	ENSMUST00000193646	Glmp-210	retained_intron
ENSMUSG00000001419	Mef2d	protein_coding	ENSMUST00000001455	Mef2d-201	protein_coding
ENSMUSG00000001419	Mef2d	protein_coding	ENSMUST00000119251	Mef2d-204	protein_coding
ENSMUSG00000001420	Tmem79	protein_coding	ENSMUST00000001456	Tmem79-201	protein_coding
ENSMUSG00000001420	Tmem79	protein_coding	ENSMUST00000193872	Tmem79-204	protein_coding
ENSMUSG00000001424	Snd1	protein_coding	ENSMUST00000001460	Snd1-201	protein_coding
ENSMUSG00000001424	Snd1	protein_coding	ENSMUST00000165151	Snd1-204	retained_intron
ENSMUSG00000001424	Snd1	protein_coding	ENSMUST00000167201	Snd1-206	protein_coding
ENSMUSG00000001424	Snd1	protein_coding	ENSMUST00000171195	Snd1-210	processed_transcript
ENSMUSG00000001424	Snd1	protein_coding	ENSMUST00000183161	Snd1-212	retained_intron
ENSMUSG00000001435	Col18a1	protein_coding	ENSMUST00000081654	Col18a1-202	protein_coding
ENSMUSG00000001435	Col18a1	protein_coding	ENSMUST00000105409	Col18a1-203	protein_coding
ENSMUSG00000001436	Slc19a1	protein_coding	ENSMUST00000105410	Slc19a1-201	protein_coding
ENSMUSG00000001436	Slc19a1	protein_coding	ENSMUST00000131031	Slc19a1-204	protein_coding
ENSMUSG00000001436	Slc19a1	protein_coding	ENSMUST00000136925	Slc19a1-208	protein_coding
ENSMUSG00000001440	Kpnb1	protein_coding	ENSMUST00000001479	Kpnb1-201	protein_coding
ENSMUSG00000001441	Npepps	protein_coding	ENSMUST00000001480	Npepps-201	protein_coding
ENSMUSG00000001445	Mrpl10	protein_coding	ENSMUST00000001485	Mrpl10-201	protein_coding
ENSMUSG00000001467	Cyp51	protein_coding	ENSMUST00000001507	Cyp51-201	protein_coding
ENSMUSG00000001472	Tcf25	protein_coding	ENSMUST00000212571	Tcf25-208	protein_coding
ENSMUSG00000001473	Tubb6	protein_coding	ENSMUST00000001513	Tubb6-201	protein_coding
ENSMUSG00000001482	Def8	protein_coding	ENSMUST00000001522	Def8-201	protein_coding
ENSMUSG00000001482	Def8	protein_coding	ENSMUST00000108830	Def8-204	protein_coding
ENSMUSG00000001482	Def8	protein_coding	ENSMUST00000108832	Def8-205	protein_coding
ENSMUSG00000001482	Def8	protein_coding	ENSMUST00000212391	Def8-209	protein_coding
ENSMUSG00000001506	Col1a1	protein_coding	ENSMUST00000001547	Col1a1-201	protein_coding
ENSMUSG00000001507	Itga3	protein_coding	ENSMUST00000001548	Itga3-201	protein_coding
ENSMUSG00000001518	Itfg2	protein_coding	ENSMUST00000142615	Itfg2-203	protein_coding
ENSMUSG00000001518	Itfg2	protein_coding	ENSMUST00000204467	Itfg2-210	retained_intron
ENSMUSG00000001524	Gtf2h4	protein_coding	ENSMUST00000162894	Gtf2h4-211	retained_intron
ENSMUSG00000001524	Gtf2h4	protein_coding	ENSMUST00000162927	Gtf2h4-212	retained_intron
ENSMUSG00000001525	Tubb5	protein_coding	ENSMUST00000001566	Tubb5-201	protein_coding
ENSMUSG00000001525	Tubb5	protein_coding	ENSMUST00000134978	Tubb5-202	protein_coding
ENSMUSG00000001525	Tubb5	protein_coding	ENSMUST00000156050	Tubb5-203	retained_intron
ENSMUSG00000001542	Ell2	protein_coding	ENSMUST00000001583	Ell2-201	protein_coding
ENSMUSG00000001552	Jup	protein_coding	ENSMUST00000001592	Jup-201	protein_coding
ENSMUSG00000001552	Jup	protein_coding	ENSMUST00000124659	Jup-204	processed_transcript
ENSMUSG00000001569	Nom1	protein_coding	ENSMUST00000001611	Nom1-201	protein_coding
ENSMUSG00000001576	Ergic1	protein_coding	ENSMUST00000165802	Ergic1-204	retained_intron
ENSMUSG00000001576	Ergic1	protein_coding	ENSMUST00000167662	Ergic1-206	protein_coding
ENSMUSG00000001588	Acap1	protein_coding	ENSMUST00000001631	Acap1-201	protein_coding
ENSMUSG00000001627	Ifrd1	protein_coding	ENSMUST00000001672	Ifrd1-201	protein_coding
ENSMUSG00000001630	Stk38l	protein_coding	ENSMUST00000001675	Stk38l-201	protein_coding
